Date,Country,Cases
06/05/2021,Thailand,26.7
07/05/2021,Thailand,28.5
08/05/2021,Thailand,33.7
09/05/2021,Thailand,29.3
10/05/2021,Thailand,22.7
11/05/2021,Thailand,26.8
12/05/2021,Thailand,27.7
13/05/2021,Thailand,68.2
14/05/2021,Thailand,31.5
15/05/2021,Thailand,43.2
16/05/2021,Thailand,32.1
17/05/2021,Thailand,134.4
18/05/2021,Thailand,34.5
19/05/2021,Thailand,47.3
20/05/2021,Thailand,36.8
21/05/2021,Thailand,48.6
22/05/2021,Thailand,42.6
23/05/2021,Thailand,47.2
24/05/2021,Thailand,37.8
25/05/2021,Thailand,45.0
26/05/2021,Thailand,34.2
27/05/2021,Thailand,46.3
28/05/2021,Thailand,52.4
29/05/2021,Thailand,67.0
30/05/2021,Thailand,63.2
31/05/2021,Thailand,76.5
01/06/2021,Thailand,31.1
02/06/2021,Thailand,48.0
03/06/2021,Thailand,54.2
04/06/2021,Thailand,36.7
05/06/2021,Thailand,39.3
06/06/2021,Thailand,37.3
07/06/2021,Thailand,33.7
08/06/2021,Thailand,37.1
09/06/2021,Thailand,37.4
10/06/2021,Thailand,32.2
11/06/2021,Thailand,31.9
12/06/2021,Thailand,45.7
13/06/2021,Thailand,39.1
14/06/2021,Thailand,46.8
15/06/2021,Thailand,41.8
16/06/2021,Thailand,32.5
17/06/2021,Thailand,43.6
18/06/2021,Thailand,42.7
19/06/2021,Thailand,51.1
20/06/2021,Thailand,51.4
21/06/2021,Thailand,44.3
22/06/2021,Thailand,56.6
23/06/2021,Thailand,44.3
24/06/2021,Thailand,57.3
25/06/2021,Thailand,50.8
26/06/2021,Thailand,58.0
27/06/2021,Thailand,55.7
28/06/2021,Thailand,75.4
29/06/2021,Thailand,65.0
30/06/2021,Thailand,66.8
01/07/2021,Thailand,77.2
02/07/2021,Thailand,84.9
03/07/2021,Thailand,86.9
04/07/2021,Thailand,82.5
05/07/2021,Thailand,86.0
06/07/2021,Thailand,75.6
07/07/2021,Thailand,90.9
08/07/2021,Thailand,98.4
09/07/2021,Thailand,129.4
10/07/2021,Thailand,130.1
11/07/2021,Thailand,133.0
12/07/2021,Thailand,120.7
13/07/2021,Thailand,121.1
14/07/2021,Thailand,130.0
15/07/2021,Thailand,128.1
16/07/2021,Thailand,135.2
17/07/2021,Thailand,140.6
18/07/2021,Thailand,159.0
19/07/2021,Thailand,164.4
20/07/2021,Thailand,157.7
21/07/2021,Thailand,181.3
22/07/2021,Thailand,190.5
23/07/2021,Thailand,203.3
24/07/2021,Thailand,198.9
25/07/2021,Thailand,213.9
26/07/2021,Thailand,214.5
27/07/2021,Thailand,197.4
28/07/2021,Thailand,230.6
29/07/2021,Thailand,246.4
30/07/2021,Thailand,241.9
31/07/2021,Thailand,263.8
01/08/2021,Thailand,251.4
02/08/2021,Thailand,250.6
03/08/2021,Thailand,263.6
04/08/2021,Thailand,281.7
05/08/2021,Thailand,291.8
06/08/2021,Thailand,298.2
07/08/2021,Thailand,304.6
08/08/2021,Thailand,278.7
09/08/2021,Thailand,273.4
10/08/2021,Thailand,276.8
11/08/2021,Thailand,293.4
12/08/2021,Thailand,317.8
13/08/2021,Thailand,326.6
14/08/2021,Thailand,308.0
15/08/2021,Thailand,305.2
16/08/2021,Thailand,295.1
17/08/2021,Thailand,280.7
18/08/2021,Thailand,286.1
19/08/2021,Thailand,291.5
20/08/2021,Thailand,276.9
21/08/2021,Thailand,286.9
22/08/2021,Thailand,265.2
23/08/2021,Thailand,244.0
24/08/2021,Thailand,239.4
25/08/2021,Thailand,256.9
26/08/2021,Thailand,258.0
27/08/2021,Thailand,260.8
28/08/2021,Thailand,250.8
29/08/2021,Thailand,230.6
30/08/2021,Thailand,222.8
31/08/2021,Thailand,204.6
01/09/2021,Thailand,206.5
02/09/2021,Thailand,208.6
03/09/2021,Thailand,204.4
04/09/2021,Thailand,222.4
05/09/2021,Thailand,215.5
06/09/2021,Thailand,195.1
07/09/2021,Thailand,192.8
08/09/2021,Thailand,197.7
09/09/2021,Thailand,223.6
10/09/2021,Thailand,200.9
11/09/2021,Thailand,211.9
12/09/2021,Thailand,195.7
13/09/2021,Thailand,175.5
14/09/2021,Thailand,164.4
15/09/2021,Thailand,192.4
16/09/2021,Thailand,193.8
17/09/2021,Thailand,203.0
18/09/2021,Thailand,196.8
19/09/2021,Thailand,189.4
20/09/2021,Thailand,177.3
21/09/2021,Thailand,152.3
22/09/2021,Thailand,156.9
23/09/2021,Thailand,184.9
24/09/2021,Thailand,177.1
25/09/2021,Thailand,166.8
26/09/2021,Thailand,172.5
27/09/2021,Thailand,143.5
28/09/2021,Thailand,132.3
29/09/2021,Thailand,145.3
30/09/2021,Thailand,162.4
01/10/2021,Thailand,163.9
02/10/2021,Thailand,158.7
03/10/2021,Thailand,151.0
04/10/2021,Thailand,138.5
05/10/2021,Thailand,137.6
06/10/2021,Thailand,137.6
07/10/2021,Thailand,156.2
08/10/2021,Thailand,155.4
09/10/2021,Thailand,148.3
10/10/2021,Thailand,150.9
11/10/2021,Thailand,140.0
12/10/2021,Thailand,131.7
13/10/2021,Thailand,140.4
14/10/2021,Thailand,157.3
15/10/2021,Thailand,146.3
16/10/2021,Thailand,148.5
17/10/2021,Thailand,151.5
18/10/2021,Thailand,141.0
19/10/2021,Thailand,127.2
20/10/2021,Thailand,124.4
21/10/2021,Thailand,135.7
22/10/2021,Thailand,136.8
23/10/2021,Thailand,135.9
24/10/2021,Thailand,130.4
25/10/2021,Thailand,121.0
26/10/2021,Thailand,107.5
27/10/2021,Thailand,117.9
28/10/2021,Thailand,134.7
29/10/2021,Thailand,125.1
30/10/2021,Thailand,128.7
31/10/2021,Thailand,123.6
01/11/2021,Thailand,113.9
02/11/2021,Thailand,105.6
03/11/2021,Thailand,107.1
04/11/2021,Thailand,111.3
05/11/2021,Thailand,113.6
06/11/2021,Thailand,118.1
07/11/2021,Thailand,111.0
08/11/2021,Thailand,105.9
09/11/2021,Thailand,96.3
10/11/2021,Thailand,97.3
11/11/2021,Thailand,104.6
12/11/2021,Thailand,101.9
13/11/2021,Thailand,98.4
14/11/2021,Thailand,98.7
15/11/2021,Thailand,88.5
16/11/2021,Thailand,82.9
17/11/2021,Thailand,91.0
18/11/2021,Thailand,96.3
19/11/2021,Thailand,95.6
20/11/2021,Thailand,92.0
21/11/2021,Thailand,97.7
22/11/2021,Thailand,89.7
23/11/2021,Thailand,71.5
24/11/2021,Thailand,81.7
25/11/2021,Thailand,88.4
26/11/2021,Thailand,91.5
27/11/2021,Thailand,84.7
28/11/2021,Thailand,81.6
29/11/2021,Thailand,66.3
30/11/2021,Thailand,60.1
01/12/2021,Thailand,68.1
02/12/2021,Thailand,69.3
03/12/2021,Thailand,68.5
04/12/2021,Thailand,82.2
05/12/2021,Thailand,65.6
06/12/2021,Thailand,55.8
07/12/2021,Thailand,49.2
08/12/2021,Thailand,50.5
09/12/2021,Thailand,58.6
10/12/2021,Thailand,58.5
11/12/2021,Thailand,56.9
12/12/2021,Thailand,52.8
13/12/2021,Thailand,47.4
14/12/2021,Thailand,39.9
15/12/2021,Thailand,47.0
16/12/2021,Thailand,51.4
17/12/2021,Thailand,49.3
18/12/2021,Thailand,43.7
19/12/2021,Thailand,40.4
20/12/2021,Thailand,35.2
21/12/2021,Thailand,34.5
22/12/2021,Thailand,35.3
23/12/2021,Thailand,41.0
24/12/2021,Thailand,37.3
25/12/2021,Thailand,38.6
26/12/2021,Thailand,35.3
27/12/2021,Thailand,34.0
28/12/2021,Thailand,32.1
29/12/2021,Thailand,35.9
30/12/2021,Thailand,42.4
31/12/2021,Thailand,43.4
01/01/2022,Thailand,42.0
02/01/2022,Thailand,43.4
03/01/2022,Thailand,40.8
04/01/2022,Thailand,43.1
05/01/2022,Thailand,54.4
06/01/2022,Thailand,80.5
07/01/2022,Thailand,105.0
08/01/2022,Thailand,115.2
09/01/2022,Thailand,118.7
10/01/2022,Thailand,110.5
11/01/2022,Thailand,99.5
12/01/2022,Thailand,107.1
13/01/2022,Thailand,113.9
14/01/2022,Thailand,113.8
15/01/2022,Thailand,108.7
16/01/2022,Thailand,112.7
17/01/2022,Thailand,96.6
18/01/2022,Thailand,89.2
19/01/2022,Thailand,99.3
20/01/2022,Thailand,113.4
21/01/2022,Thailand,120.5
22/01/2022,Thailand,113.1
23/01/2022,Thailand,107.2
24/01/2022,Thailand,99.6
25/01/2022,Thailand,93.7
26/01/2022,Thailand,105.8
27/01/2022,Thailand,112.7
28/01/2022,Thailand,117.9
29/01/2022,Thailand,120.2
30/01/2022,Thailand,117.8
31/01/2022,Thailand,111.7
01/02/2022,Thailand,103.5
02/02/2022,Thailand,119.8
03/02/2022,Thailand,127.9
04/02/2022,Thailand,138.2
05/02/2022,Thailand,146.3
06/02/2022,Thailand,151.7
07/02/2022,Thailand,146.0
08/02/2022,Thailand,145.0
09/02/2022,Thailand,183.9
10/02/2022,Thailand,206.7
11/02/2022,Thailand,212.6
12/02/2022,Thailand,227.8
13/02/2022,Thailand,221.5
14/02/2022,Thailand,207.8
15/02/2022,Thailand,200.5
16/02/2022,Thailand,229.6
17/02/2022,Thailand,242.0
18/02/2022,Thailand,252.0
19/02/2022,Thailand,263.4
20/02/2022,Thailand,264.3
21/02/2022,Thailand,263.4
22/02/2022,Thailand,256.1
23/02/2022,Thailand,296.1
24/02/2022,Thailand,328.6
25/02/2022,Thailand,347.7
26/02/2022,Thailand,357.3
27/02/2022,Thailand,344.8
28/02/2022,Thailand,311.2
01/03/2022,Thailand,284.8
02/03/2022,Thailand,309.6
03/03/2022,Thailand,329.4
04/03/2022,Thailand,332.4
05/03/2022,Thailand,318.3
06/03/2022,Thailand,305.2
07/03/2022,Thailand,295.2
08/03/2022,Thailand,264.2
09/03/2022,Thailand,307.9
10/03/2022,Thailand,320.6
11/03/2022,Thailand,345.8
12/03/2022,Thailand,343.0
13/03/2022,Thailand,328.9
14/03/2022,Thailand,308.7
15/03/2022,Thailand,275.4
16/03/2022,Thailand,334.0
17/03/2022,Thailand,355.1
18/03/2022,Thailand,377.6
19/03/2022,Thailand,359.9
20/03/2022,Thailand,348.6
21/03/2022,Thailand,326.9
22/03/2022,Thailand,298.2
23/03/2022,Thailand,351.0
24/03/2022,Thailand,376.9
25/03/2022,Thailand,363.3
26/03/2022,Thailand,365.9
27/03/2022,Thailand,360.1
28/03/2022,Thailand,343.6
29/03/2022,Thailand,302.4
30/03/2022,Thailand,354.1
31/03/2022,Thailand,384.4
01/04/2022,Thailand,395.8
02/04/2022,Thailand,390.9
03/04/2022,Thailand,374.4
04/04/2022,Thailand,347.2
05/04/2022,Thailand,294.1
06/04/2022,Thailand,338.3
07/04/2022,Thailand,363.8
08/04/2022,Thailand,350.6
09/04/2022,Thailand,352.8
10/04/2022,Thailand,350.6
11/04/2022,Thailand,312.2
12/04/2022,Thailand,278.7
13/04/2022,Thailand,321.0
14/04/2022,Thailand,336.6
15/04/2022,Thailand,283.0
16/04/2022,Thailand,263.5
17/04/2022,Thailand,247.9
18/04/2022,Thailand,237.0
19/04/2022,Thailand,235.6
20/04/2022,Thailand,285.3
21/04/2022,Thailand,305.9
22/04/2022,Thailand,304.2
23/04/2022,Thailand,279.7
24/04/2022,Thailand,248.0
25/04/2022,Thailand,209.1
26/04/2022,Thailand,192.7
27/04/2022,Thailand,207.6
28/04/2022,Thailand,201.4
29/04/2022,Thailand,196.0
30/04/2022,Thailand,179.8
01/05/2022,Thailand,160.9
02/05/2022,Thailand,130.1
03/05/2022,Thailand,135.6
04/05/2022,Thailand,129.5
05/05/2022,Thailand,136.5
06/05/2022,Thailand,107.5
07/05/2022,Thailand,117.9
08/05/2022,Thailand,112.7
09/05/2022,Thailand,90.5
10/05/2022,Thailand,86.9
11/05/2022,Thailand,106.7
12/05/2022,Thailand,84.0
13/05/2022,Thailand,136.4
14/05/2022,Thailand,94.0
15/05/2022,Thailand,85.0
16/05/2022,Thailand,73.1
17/05/2022,Thailand,54.3
18/05/2022,Thailand,78.6
19/05/2022,Thailand,87.9
20/05/2022,Thailand,90.1
21/05/2022,Thailand,75.0
22/05/2022,Thailand,66.1
23/05/2022,Thailand,57.2
24/05/2022,Thailand,57.8
25/05/2022,Thailand,69.9
26/05/2022,Thailand,68.7
27/05/2022,Thailand,67.5
28/05/2022,Thailand,62.6
29/05/2022,Thailand,50.9
30/05/2022,Thailand,53.8
31/05/2022,Thailand,55.2
01/06/2022,Thailand,63.6
02/06/2022,Thailand,35.7
03/06/2022,Thailand,41.5
04/06/2022,Thailand,41.9
05/06/2022,Thailand,45.1
06/06/2022,Thailand,30.2
07/06/2022,Thailand,31.0
08/06/2022,Thailand,37.5
09/06/2022,Thailand,44.4
10/06/2022,Thailand,39.6
11/06/2022,Thailand,34.9
12/06/2022,Thailand,34.5
13/06/2022,Thailand,25.1
14/06/2022,Thailand,25.6
15/06/2022,Thailand,31.6
16/06/2022,Thailand,30.0
17/06/2022,Thailand,27.4
18/06/2022,Thailand,31.7
19/06/2022,Thailand,26.4
20/06/2022,Thailand,24.9
21/06/2022,Thailand,23.9
22/06/2022,Thailand,33.3
23/06/2022,Thailand,32.1
24/06/2022,Thailand,32.3
25/06/2022,Thailand,31.2
26/06/2022,Thailand,33.2
27/06/2022,Thailand,24.2
28/06/2022,Thailand,24.6
29/06/2022,Thailand,35.8
30/06/2022,Thailand,37.6
01/07/2022,Thailand,32.8
02/07/2022,Thailand,35.0
03/07/2022,Thailand,32.5
04/07/2022,Thailand,27.8
05/07/2022,Thailand,26.7
06/07/2022,Thailand,33.9
07/07/2022,Thailand,33.0
08/07/2022,Thailand,29.9
09/07/2022,Thailand,29.1
10/07/2022,Thailand,28.0
11/07/2022,Thailand,25.3
12/07/2022,Thailand,23.4
13/07/2022,Thailand,33.3
14/07/2022,Thailand,31.5
15/07/2022,Thailand,25.0
16/07/2022,Thailand,28.2
17/07/2022,Thailand,28.3
18/07/2022,Thailand,25.3
19/07/2022,Thailand,29.6
20/07/2022,Thailand,40.3
21/07/2022,Thailand,36.4
22/07/2022,Thailand,33.8
23/07/2022,Thailand,36.0
24/07/2022,Thailand,33.3
25/07/2022,Thailand,24.3
26/07/2022,Thailand,25.5
27/07/2022,Thailand,38.3
28/07/2022,Thailand,26.5
29/07/2022,Thailand,34.6
30/07/2022,Thailand,27.4
31/07/2022,Thailand,23.2
01/08/2022,Thailand,29.4
02/08/2022,Thailand,25.7
03/08/2022,Thailand,33.9
04/08/2022,Thailand,30.2
05/08/2022,Thailand,31.4
06/08/2022,Thailand,33.2
07/08/2022,Thailand,31.4
08/08/2022,Thailand,25.7
09/08/2022,Thailand,27.3
10/08/2022,Thailand,32.6
11/08/2022,Thailand,32.3
12/08/2022,Thailand,34.2
13/08/2022,Thailand,29.8
14/08/2022,Thailand,24.7
15/08/2022,Thailand,23.2
16/08/2022,Thailand,21.0
17/08/2022,Thailand,34.3
18/08/2022,Thailand,29.9
19/08/2022,Thailand,29.4
20/08/2022,Thailand,26.5
21/08/2022,Thailand,27.4
22/08/2022,Thailand,21.4
23/08/2022,Thailand,20.8
24/08/2022,Thailand,28.8
25/08/2022,Thailand,27.9
26/08/2022,Thailand,24.4
27/08/2022,Thailand,22.7
28/08/2022,Thailand,24.7
29/08/2022,Thailand,17.8
30/08/2022,Thailand,13.9
31/08/2022,Thailand,31.2
01/09/2022,Thailand,28.0
02/09/2022,Thailand,28.5
03/09/2022,Thailand,27.1
04/09/2022,Thailand,22.7
05/09/2022,Thailand,19.0
06/09/2022,Thailand,14.8
07/09/2022,Thailand,22.4
08/09/2022,Thailand,22.1
09/09/2022,Thailand,16.6
10/09/2022,Thailand,15.4
11/09/2022,Thailand,15.2
12/09/2022,Thailand,9.7
13/09/2022,Thailand,8.6
14/09/2022,Thailand,18.4
15/09/2022,Thailand,15.7
16/09/2022,Thailand,11.7
17/09/2022,Thailand,10.7
18/09/2022,Thailand,6.7
19/09/2022,Thailand,3.4
20/09/2022,Thailand,10.8
21/09/2022,Thailand,15.7
22/09/2022,Thailand,11.2
23/09/2022,Thailand,10.5
24/09/2022,Thailand,8.5
25/09/2022,Thailand,9.1
26/09/2022,Thailand,4.4
27/09/2022,Thailand,4.9
28/09/2022,Thailand,11.3
29/09/2022,Thailand,8.9
30/09/2022,Thailand,11.7
01/10/2022,Thailand,11.5
02/10/2022,Thailand,0.0
03/10/2022,Thailand,0.0
04/10/2022,Thailand,0.0
05/10/2022,Thailand,0.0
06/10/2022,Thailand,0.0
07/10/2022,Thailand,0.0
08/10/2022,Thailand,40.7
09/10/2022,Thailand,0.0
10/10/2022,Thailand,0.0
11/10/2022,Thailand,0.0
12/10/2022,Thailand,0.0
13/10/2022,Thailand,0.0
14/10/2022,Thailand,0.0
15/10/2022,Thailand,31.2
16/10/2022,Thailand,0.0
17/10/2022,Thailand,0.0
18/10/2022,Thailand,0.0
19/10/2022,Thailand,0.0
20/10/2022,Thailand,0.0
21/10/2022,Thailand,0.0
22/10/2022,Thailand,36.5
23/10/2022,Thailand,0.0
24/10/2022,Thailand,0.0
25/10/2022,Thailand,0.0
26/10/2022,Thailand,0.0
27/10/2022,Thailand,0.0
28/10/2022,Thailand,0.0
29/10/2022,Thailand,35.6
30/10/2022,Thailand,0.0
31/10/2022,Thailand,0.0
01/11/2022,Thailand,0.0
02/11/2022,Thailand,0.0
03/11/2022,Thailand,0.0
04/11/2022,Thailand,0.0
05/11/2022,Thailand,38.5
06/11/2022,Thailand,0.0
07/11/2022,Thailand,0.0
08/11/2022,Thailand,0.0
09/11/2022,Thailand,0.0
10/11/2022,Thailand,0.0
11/11/2022,Thailand,0.0
12/11/2022,Thailand,44.2
13/11/2022,Thailand,0.0
14/11/2022,Thailand,0.0
15/11/2022,Thailand,0.0
16/11/2022,Thailand,0.0
17/11/2022,Thailand,0.0
18/11/2022,Thailand,0.0
19/11/2022,Thailand,55.2
20/11/2022,Thailand,0.0
21/11/2022,Thailand,0.0
22/11/2022,Thailand,0.0
23/11/2022,Thailand,0.0
24/11/2022,Thailand,0.0
25/11/2022,Thailand,0.0
26/11/2022,Thailand,68.5
27/11/2022,Thailand,0.0
28/11/2022,Thailand,0.0
29/11/2022,Thailand,0.0
30/11/2022,Thailand,0.0
01/12/2022,Thailand,0.0
02/12/2022,Thailand,0.0
03/12/2022,Thailand,59.8
04/12/2022,Thailand,0.0
05/12/2022,Thailand,0.0
06/12/2022,Thailand,0.0
07/12/2022,Thailand,0.0
08/12/2022,Thailand,0.0
09/12/2022,Thailand,0.0
10/12/2022,Thailand,55.2
11/12/2022,Thailand,0.0
12/12/2022,Thailand,0.0
13/12/2022,Thailand,0.0
14/12/2022,Thailand,0.0
15/12/2022,Thailand,0.0
16/12/2022,Thailand,0.0
17/12/2022,Thailand,47.7
18/12/2022,Thailand,0.0
19/12/2022,Thailand,0.0
20/12/2022,Thailand,0.0
21/12/2022,Thailand,0.0
22/12/2022,Thailand,0.0
23/12/2022,Thailand,0.0
24/12/2022,Thailand,40.4
25/12/2022,Thailand,0.0
26/12/2022,Thailand,0.0
27/12/2022,Thailand,0.0
28/12/2022,Thailand,0.0
29/12/2022,Thailand,0.0
30/12/2022,Thailand,0.0
31/12/2022,Thailand,29.4
01/01/2023,Thailand,0.0
02/01/2023,Thailand,0.0
03/01/2023,Thailand,0.0
04/01/2023,Thailand,0.0
05/01/2023,Thailand,0.0
06/01/2023,Thailand,0.0
07/01/2023,Thailand,13.9
08/01/2023,Thailand,0.0
09/01/2023,Thailand,0.0
10/01/2023,Thailand,0.0
11/01/2023,Thailand,0.0
12/01/2023,Thailand,0.0
13/01/2023,Thailand,0.0
14/01/2023,Thailand,13.5
15/01/2023,Thailand,0.0
16/01/2023,Thailand,0.0
17/01/2023,Thailand,0.0
18/01/2023,Thailand,0.0
19/01/2023,Thailand,0.0
20/01/2023,Thailand,0.0
21/01/2023,Thailand,8.7
22/01/2023,Thailand,0.0
23/01/2023,Thailand,0.0
24/01/2023,Thailand,0.0
25/01/2023,Thailand,0.0
26/01/2023,Thailand,0.0
27/01/2023,Thailand,0.0
28/01/2023,Thailand,6.6
29/01/2023,Thailand,0.0
30/01/2023,Thailand,0.0
31/01/2023,Thailand,0.0
01/02/2023,Thailand,0.0
02/02/2023,Thailand,0.0
03/02/2023,Thailand,0.0
04/02/2023,Thailand,3.5
05/02/2023,Thailand,0.0
06/02/2023,Thailand,0.0
07/02/2023,Thailand,0.0
08/02/2023,Thailand,0.0
09/02/2023,Thailand,0.0
10/02/2023,Thailand,0.0
11/02/2023,Thailand,5.5
12/02/2023,Thailand,0.0
13/02/2023,Thailand,0.0
14/02/2023,Thailand,0.0
15/02/2023,Thailand,0.0
16/02/2023,Thailand,0.0
17/02/2023,Thailand,0.0
18/02/2023,Thailand,2.8
19/02/2023,Thailand,0.0
20/02/2023,Thailand,0.0
21/02/2023,Thailand,0.0
22/02/2023,Thailand,0.0
23/02/2023,Thailand,0.0
24/02/2023,Thailand,0.0
25/02/2023,Thailand,2.8
26/02/2023,Thailand,0.0
27/02/2023,Thailand,0.0
28/02/2023,Thailand,0.0
01/03/2023,Thailand,0.0
02/03/2023,Thailand,0.0
03/03/2023,Thailand,0.0
04/03/2023,Thailand,2.1
05/03/2023,Thailand,0.0
06/03/2023,Thailand,0.0
07/03/2023,Thailand,0.0
08/03/2023,Thailand,0.0
09/03/2023,Thailand,0.0
10/03/2023,Thailand,0.0
11/03/2023,Thailand,1.7
12/03/2023,Thailand,0.0
13/03/2023,Thailand,0.0
14/03/2023,Thailand,0.0
15/03/2023,Thailand,0.0
16/03/2023,Thailand,0.0
17/03/2023,Thailand,0.0
18/03/2023,Thailand,2.5
19/03/2023,Thailand,0.0
20/03/2023,Thailand,0.0
21/03/2023,Thailand,0.0
22/03/2023,Thailand,0.0
23/03/2023,Thailand,0.0
24/03/2023,Thailand,0.0
25/03/2023,Thailand,2.1
26/03/2023,Thailand,0.0
27/03/2023,Thailand,0.0
28/03/2023,Thailand,0.0
29/03/2023,Thailand,0.0
30/03/2023,Thailand,0.0
31/03/2023,Thailand,0.0
01/04/2023,Thailand,2.3
02/04/2023,Thailand,0.0
03/04/2023,Thailand,0.0
04/04/2023,Thailand,0.0
05/04/2023,Thailand,0.0
06/04/2023,Thailand,0.0
07/04/2023,Thailand,0.0
08/04/2023,Thailand,2.3
09/04/2023,Thailand,0.0
10/04/2023,Thailand,0.0
11/04/2023,Thailand,0.0
12/04/2023,Thailand,0.0
13/04/2023,Thailand,0.0
14/04/2023,Thailand,0.0
15/04/2023,Thailand,6.1
16/04/2023,Thailand,0.0
17/04/2023,Thailand,0.0
18/04/2023,Thailand,0.0
19/04/2023,Thailand,0.0
20/04/2023,Thailand,0.0
21/04/2023,Thailand,0.0
22/04/2023,Thailand,15.2
23/04/2023,Thailand,0.0
24/04/2023,Thailand,0.0
25/04/2023,Thailand,0.0
26/04/2023,Thailand,0.0
27/04/2023,Thailand,0.0
28/04/2023,Thailand,0.0
29/04/2023,Thailand,25.3
30/04/2023,Thailand,0.0
01/05/2023,Thailand,0.0
02/05/2023,Thailand,0.0
03/05/2023,Thailand,0.0
04/05/2023,Thailand,0.0
05/05/2023,Thailand,0.0
06/05/2023,Thailand,23.7
07/05/2023,Thailand,0.0
08/05/2023,Thailand,0.0
09/05/2023,Thailand,0.0
10/05/2023,Thailand,0.0
11/05/2023,Thailand,0.0
12/05/2023,Thailand,0.0
13/05/2023,Thailand,32.9
14/05/2023,Thailand,0.0
15/05/2023,Thailand,0.0
16/05/2023,Thailand,0.0
17/05/2023,Thailand,0.0
18/05/2023,Thailand,0.0
19/05/2023,Thailand,0.0
20/05/2023,Thailand,36.7
21/05/2023,Thailand,0.0
22/05/2023,Thailand,0.0
23/05/2023,Thailand,0.0
24/05/2023,Thailand,0.0
25/05/2023,Thailand,0.0
26/05/2023,Thailand,0.0
27/05/2023,Thailand,41.4
28/05/2023,Thailand,0.0
29/05/2023,Thailand,0.0
30/05/2023,Thailand,0.0
31/05/2023,Thailand,0.0
01/06/2023,Thailand,0.0
02/06/2023,Thailand,0.0
03/06/2023,Thailand,43.0
04/06/2023,Thailand,0.0
05/06/2023,Thailand,0.0
06/06/2023,Thailand,0.0
07/06/2023,Thailand,0.0
08/06/2023,Thailand,0.0
09/06/2023,Thailand,0.0
10/06/2023,Thailand,37.8
11/06/2023,Thailand,0.0
12/06/2023,Thailand,0.0
13/06/2023,Thailand,0.0
14/06/2023,Thailand,0.0
15/06/2023,Thailand,0.0
16/06/2023,Thailand,0.0
17/06/2023,Thailand,30.1
18/06/2023,Thailand,0.0
19/06/2023,Thailand,0.0
20/06/2023,Thailand,0.0
21/06/2023,Thailand,0.0
22/06/2023,Thailand,0.0
23/06/2023,Thailand,0.0
24/06/2023,Thailand,23.1
25/06/2023,Thailand,0.0
26/06/2023,Thailand,0.0
27/06/2023,Thailand,0.0
28/06/2023,Thailand,0.0
29/06/2023,Thailand,0.0
30/06/2023,Thailand,0.0
01/07/2023,Thailand,12.0
02/07/2023,Thailand,0.0
03/07/2023,Thailand,0.0
04/07/2023,Thailand,0.0
05/07/2023,Thailand,0.0
06/07/2023,Thailand,0.0
07/07/2023,Thailand,0.0
08/07/2023,Thailand,16.6
09/07/2023,Thailand,0.0
10/07/2023,Thailand,0.0
11/07/2023,Thailand,0.0
12/07/2023,Thailand,0.0
13/07/2023,Thailand,0.0
14/07/2023,Thailand,0.0
15/07/2023,Thailand,8.6
16/07/2023,Thailand,0.0
17/07/2023,Thailand,0.0
18/07/2023,Thailand,0.0
19/07/2023,Thailand,0.0
20/07/2023,Thailand,0.0
21/07/2023,Thailand,0.0
22/07/2023,Thailand,7.8
23/07/2023,Thailand,0.0
24/07/2023,Thailand,0.0
25/07/2023,Thailand,0.0
26/07/2023,Thailand,0.0
27/07/2023,Thailand,0.0
28/07/2023,Thailand,0.0
29/07/2023,Thailand,5.5
30/07/2023,Thailand,0.0
31/07/2023,Thailand,0.0
01/08/2023,Thailand,0.0
02/08/2023,Thailand,0.0
03/08/2023,Thailand,0.0
04/08/2023,Thailand,0.0
05/08/2023,Thailand,3.7
06/08/2023,Thailand,0.0
07/08/2023,Thailand,0.0
08/08/2023,Thailand,0.0
09/08/2023,Thailand,0.0
10/08/2023,Thailand,0.0
11/08/2023,Thailand,0.0
12/08/2023,Thailand,4.4
13/08/2023,Thailand,0.0
14/08/2023,Thailand,0.0
15/08/2023,Thailand,0.0
16/08/2023,Thailand,0.0
17/08/2023,Thailand,0.0
18/08/2023,Thailand,0.0
19/08/2023,Thailand,5.4
20/08/2023,Thailand,0.0
21/08/2023,Thailand,0.0
22/08/2023,Thailand,0.0
23/08/2023,Thailand,0.0
24/08/2023,Thailand,0.0
25/08/2023,Thailand,0.0
26/08/2023,Thailand,3.6
27/08/2023,Thailand,0.0
28/08/2023,Thailand,0.0
29/08/2023,Thailand,0.0
30/08/2023,Thailand,0.0
31/08/2023,Thailand,0.0
01/04/2020,Singapore,8.3
02/04/2020,Singapore,13.1
03/04/2020,Singapore,8.7
04/04/2020,Singapore,11.5
05/04/2020,Singapore,13.3
06/04/2020,Singapore,21.3
07/04/2020,Singapore,11.7
08/04/2020,Singapore,18.8
09/04/2020,Singapore,25.2
10/04/2020,Singapore,50.9
11/04/2020,Singapore,35.1
12/04/2020,Singapore,33.9
13/04/2020,Singapore,41.3
14/04/2020,Singapore,68.5
15/04/2020,Singapore,59.3
16/04/2020,Singapore,79.3
17/04/2020,Singapore,129.1
18/04/2020,Singapore,110.5
19/04/2020,Singapore,167.1
20/04/2020,Singapore,105.7
21/04/2020,Singapore,253.0
22/04/2020,Singapore,197.1
23/04/2020,Singapore,180.2
24/04/2020,Singapore,184.0
25/04/2020,Singapore,159.1
26/04/2020,Singapore,109.6
